,id,Response
775,381885,1
776,381886,1
777,381887,0
778,381888,0
779,381889,0
780,381890,0
781,381891,0
782,381892,0
783,381893,0
784,381894,0
785,381895,0
786,381896,1
787,381897,0
788,381898,0
789,381899,0
790,381900,0
791,381901,0
792,381902,0
793,381903,0
794,381904,1
795,381905,0
796,381906,1
797,381907,1
798,381908,0
799,381909,1
800,381910,1
801,381911,0
802,381912,1
803,381913,0
804,381914,0
805,381915,1
806,381916,0
807,381917,0
808,381918,0
809,381919,0
810,381920,0
811,381921,1
812,381922,0
813,381923,0
814,381924,0
815,381925,0
816,381926,0
817,381927,1
818,381928,0
819,381929,0
820,381930,0
821,381931,0
822,381932,0
823,381933,1
824,381934,1
825,381935,1
826,381936,0
827,381937,0
828,381938,0
829,381939,0
830,381940,0
831,381941,0
832,381942,0
833,381943,0
834,381944,0
835,381945,0
836,381946,0
837,381947,0
838,381948,0
839,381949,0
840,381950,1
841,381951,0
842,381952,0
843,381953,0
844,381954,1
845,381955,0
846,381956,0
847,381957,0
848,381958,0
849,381959,0
850,381960,0
851,381961,0
852,381962,1
853,381963,0
854,381964,0
855,381965,0
856,381966,0
857,381967,1
858,381968,0
859,381969,0
860,381970,0
861,381971,0
862,381972,0
863,381973,0
864,381974,0
865,381975,0
866,381976,0
867,381977,1
868,381978,0
869,381979,0
870,381980,0
871,381981,0
872,381982,0
873,381983,0
874,381984,1
875,381985,0
876,381986,0
877,381987,0
878,381988,0
879,381989,0
880,381990,0
881,381991,0
882,381992,0
883,381993,0
884,381994,0
885,381995,0
886,381996,0
887,381997,0
888,381998,0
889,381999,0
890,382000,1
891,382001,0
892,382002,1
893,382003,0
894,382004,0
895,382005,0
896,382006,0
897,382007,0
898,382008,0
899,382009,0
900,382010,0
901,382011,0
902,382012,0
903,382013,1
904,382014,0
905,382015,0
906,382016,0
907,382017,0
908,382018,1
909,382019,0
910,382020,0
911,382021,1
912,382022,0
913,382023,0
914,382024,0
915,382025,0
916,382026,0
917,382027,0
918,382028,0
919,382029,0
920,382030,0
921,382031,0
922,382032,0
923,382033,1
924,382034,0
925,382035,1
926,382036,0
927,382037,0
928,382038,0
929,382039,0
930,382040,1
931,382041,1
932,382042,1
933,382043,1
934,382044,1
935,382045,1
936,382046,1
937,382047,0
938,382048,0
939,382049,0
940,382050,0
941,382051,0
942,382052,0
943,382053,0
944,382054,0
945,382055,0
946,382056,0
947,382057,1
948,382058,1
949,382059,0
950,382060,0
951,382061,0
952,382062,0
953,382063,0
954,382064,0
955,382065,0
956,382066,0
957,382067,0
958,382068,0
959,382069,0
960,382070,0
961,382071,0
962,382072,0
963,382073,0
964,382074,0
965,382075,1
966,382076,0
967,382077,1
968,382078,0
969,382079,0
970,382080,1
971,382081,0
972,382082,0
973,382083,1
974,382084,1
975,382085,1
976,382086,1
977,382087,0
978,382088,0
979,382089,0
980,382090,0
981,382091,0
982,382092,0
983,382093,1
984,382094,0
985,382095,0
986,382096,0
987,382097,0
988,382098,0
989,382099,0
990,382100,1
991,382101,0
992,382102,1
993,382103,1
994,382104,0
995,382105,0
996,382106,0
997,382107,1
998,382108,0
999,382109,0
1000,382110,0
1001,382111,0
1002,382112,0
1003,382113,0
1004,382114,0
1005,382115,0
1006,382116,1
1007,382117,0
1008,382118,0
1009,382119,0
1010,382120,1
1011,382121,1
1012,382122,1
1013,382123,0
1014,382124,0
1015,382125,0
1016,382126,0
1017,382127,0
1018,382128,0
1019,382129,0
1020,382130,0
1021,382131,1
1022,382132,1
1023,382133,0
1024,382134,0
1025,382135,0
1026,382136,0
1027,382137,0
1028,382138,0
1029,382139,0
1030,382140,0
1031,382141,0
1032,382142,0
1033,382143,0
1034,382144,0
1035,382145,0
1036,382146,0
1037,382147,0
1038,382148,0
1039,382149,1
1040,382150,0
1041,382151,0
1042,382152,0
1043,382153,0
1044,382154,0
1045,382155,0
1046,382156,0
1047,382157,0
1048,382158,0
1049,382159,1
1050,382160,0
1051,382161,0
1052,382162,1
1053,382163,1
1054,382164,0
1055,382165,0
1056,382166,0
1057,382167,0
1058,382168,0
1059,382169,1
1060,382170,0
1061,382171,0
1062,382172,0
1063,382173,0
1064,382174,0
1065,382175,0
1066,382176,0
1067,382177,0
1068,382178,0
1069,382179,1
1070,382180,0
1071,382181,0
1072,382182,0
1073,382183,0
1074,382184,1
1075,382185,1
1076,382186,0
1077,382187,0
1078,382188,0
1079,382189,0
1080,382190,1
1081,382191,1
1082,382192,0
1083,382193,0
1084,382194,0
1085,382195,0
1086,382196,0
1087,382197,0
1088,382198,0
1089,382199,0
1090,382200,0
1091,382201,0
1092,382202,1
1093,382203,1
1094,382204,0
1095,382205,0
1096,382206,0
1097,382207,0
1098,382208,1
1099,382209,0
1100,382210,0
1101,382211,0
1102,382212,0
1103,382213,0
1104,382214,0
1105,382215,0
1106,382216,1
1107,382217,0
1108,382218,0
1109,382219,0
1110,382220,0
1111,382221,1
1112,382222,0
1113,382223,0
1114,382224,0
1115,382225,0
1116,382226,1
1117,382227,0
1118,382228,0
1119,382229,0
1120,382230,0
1121,382231,0
1122,382232,0
1123,382233,0
1124,382234,0
1125,382235,1
1126,382236,0
1127,382237,0
1128,382238,0
1129,382239,0
1130,382240,1
1131,382241,0
1132,382242,0
1133,382243,0
1134,382244,0
1135,382245,0
1136,382246,0
1137,382247,1
1138,382248,0
1139,382249,0
1140,382250,1
1141,382251,0
1142,382252,1
1143,382253,1
1144,382254,0
1145,382255,0
1146,382256,0
1147,382257,0
1148,382258,0
1149,382259,0
1150,382260,0
1151,382261,0
1152,382262,1
1153,382263,1
1154,382264,0
1155,382265,0
1156,382266,0
1157,382267,1
1158,382268,0
1159,382269,0
1160,382270,0
1161,382271,0
1162,382272,0
1163,382273,1
1164,382274,1
1165,382275,1
1166,382276,0
1167,382277,0
1168,382278,0
1169,382279,1
1170,382280,0
1171,382281,0
1172,382282,0
1173,382283,0
1174,382284,0
1175,382285,0
1176,382286,0
1177,382287,0
1178,382288,0
1179,382289,0
1180,382290,0
1181,382291,0
1182,382292,0
1183,382293,0
1184,382294,1
1185,382295,1
1186,382296,0
1187,382297,0
1188,382298,0
1189,382299,0
1190,382300,0
1191,382301,0
1192,382302,0
1193,382303,1
1194,382304,0
1195,382305,0
1196,382306,0
1197,382307,0
1198,382308,0
1199,382309,0
1200,382310,1
1201,382311,1
1202,382312,1
1203,382313,0
1204,382314,0
1205,382315,1
1206,382316,1
1207,382317,0
1208,382318,0
1209,382319,0
1210,382320,0
1211,382321,1
1212,382322,0
1213,382323,0
1214,382324,0
1215,382325,0
1216,382326,0
1217,382327,0
1218,382328,0
1219,382329,1
1220,382330,0
1221,382331,0
1222,382332,0
1223,382333,1
1224,382334,1
1225,382335,0
1226,382336,0
1227,382337,0
1228,382338,1
1229,382339,0
1230,382340,0
1231,382341,0
1232,382342,0
1233,382343,1
1234,382344,0
1235,382345,0
1236,382346,0
1237,382347,0
1238,382348,0
1239,382349,0
1240,382350,0
1241,382351,0
1242,382352,0
1243,382353,1
1244,382354,0
1245,382355,0
1246,382356,0
1247,382357,0
1248,382358,1
1249,382359,0
1250,382360,1
1251,382361,0
1252,382362,0
1253,382363,0
1254,382364,1
1255,382365,0
1256,382366,0
1257,382367,0
1258,382368,0
1259,382369,0
1260,382370,1
1261,382371,0
1262,382372,0
1263,382373,1
1264,382374,0
1265,382375,0
1266,382376,0
1267,382377,0
1268,382378,0
1269,382379,0
1270,382380,0
1271,382381,0
1272,382382,0
1273,382383,0
1274,382384,1
1275,382385,0
1276,382386,0
1277,382387,0
1278,382388,0
1279,382389,0
1280,382390,0
1281,382391,0
1282,382392,0
1283,382393,0
1284,382394,0
1285,382395,0
1286,382396,0
1287,382397,0
1288,382398,0
1289,382399,0
1290,382400,0
1291,382401,0
1292,382402,0
1293,382403,0
1294,382404,0
1295,382405,0
1296,382406,0
1297,382407,0
1298,382408,0
1299,382409,0
1300,382410,1
1301,382411,1
1302,382412,0
1303,382413,0
1304,382414,1
1305,382415,1
1306,382416,0
1307,382417,0
1308,382418,0
1309,382419,0
1310,382420,1
1311,382421,1
1312,382422,0
1313,382423,0
1314,382424,0
1315,382425,0
1316,382426,0
1317,382427,0
1318,382428,1
1319,382429,0
1320,382430,0
1321,382431,0
1322,382432,0
1323,382433,0
1324,382434,0
1325,382435,1
1326,382436,1
1327,382437,0
1328,382438,0
1329,382439,0
1330,382440,1
1331,382441,0
1332,382442,1
1333,382443,0
1334,382444,1
1335,382445,0
1336,382446,1
1337,382447,0
1338,382448,0
1339,382449,0
1340,382450,0
1341,382451,0
1342,382452,0
1343,382453,0
1344,382454,0
1345,382455,0
1346,382456,0
1347,382457,1
1348,382458,0
1349,382459,0
1350,382460,1
1351,382461,1
1352,382462,0
1353,382463,0
1354,382464,0
1355,382465,0
1356,382466,0
1357,382467,0
1358,382468,0
1359,382469,0
1360,382470,0
1361,382471,0
1362,382472,0
1363,382473,0
1364,382474,0
1365,382475,1
1366,382476,0
1367,382477,0
1368,382478,0
1369,382479,0
1370,382480,0
1371,382481,0
1372,382482,0
1373,382483,1
1374,382484,1
1375,382485,0
1376,382486,0
1377,382487,0
1378,382488,0
1379,382489,1
1380,382490,0
1381,382491,0
1382,382492,1
1383,382493,0
1384,382494,1
1385,382495,0
1386,382496,0
1387,382497,0
1388,382498,0
1389,382499,0
1390,382500,0
1391,382501,0
1392,382502,0
1393,382503,1
1394,382504,0
1395,382505,0
1396,382506,1
1397,382507,0
1398,382508,0
1399,382509,1
1400,382510,1
1401,382511,1
1402,382512,1
1403,382513,0
1404,382514,0
1405,382515,0
1406,382516,0
1407,382517,0
1408,382518,0
1409,382519,1
1410,382520,0
1411,382521,1
1412,382522,0
1413,382523,1
1414,382524,0
1415,382525,1
1416,382526,0
1417,382527,1
1418,382528,0
1419,382529,0
1420,382530,0
1421,382531,0
1422,382532,0
1423,382533,0
1424,382534,0
1425,382535,0
1426,382536,1
1427,382537,0
1428,382538,0
1429,382539,0
1430,382540,0
1431,382541,0
1432,382542,1
1433,382543,0
1434,382544,0
1435,382545,1
1436,382546,0
1437,382547,1
1438,382548,0
1439,382549,0
1440,382550,1
1441,382551,0
1442,382552,0
1443,382553,0
1444,382554,0
1445,382555,1
1446,382556,0
1447,382557,0
1448,382558,0
1449,382559,0
1450,382560,0
1451,382561,0
1452,382562,0
1453,382563,0
1454,382564,0
1455,382565,0
1456,382566,0
1457,382567,0
1458,382568,0
1459,382569,0
1460,382570,1
1461,382571,1
1462,382572,0
1463,382573,0
1464,382574,0
1465,382575,1
1466,382576,0
1467,382577,0
1468,382578,0
1469,382579,0
1470,382580,0
1471,382581,0
1472,382582,0
1473,382583,0
1474,382584,0
1475,382585,1
1476,382586,0
1477,382587,1
1478,382588,0
1479,382589,1
1480,382590,1
1481,382591,0
1482,382592,0
1483,382593,0
1484,382594,0
1485,382595,1
1486,382596,0
1487,382597,0
1488,382598,0
1489,382599,0
1490,382600,1
1491,382601,0
1492,382602,0
1493,382603,0
1494,382604,0
1495,382605,0
1496,382606,1
1497,382607,0
1498,382608,0
1499,382609,0
1500,382610,0
1501,382611,0
1502,382612,0
1503,382613,0
1504,382614,1
1505,382615,0
1506,382616,0
1507,382617,1
1508,382618,1
1509,382619,1
1510,382620,0
1511,382621,0
1512,382622,0
1513,382623,1
1514,382624,0
1515,382625,0
1516,382626,0
1517,382627,0
1518,382628,0
1519,382629,1
1520,382630,0
1521,382631,0
1522,382632,1
1523,382633,0
1524,382634,0
1525,382635,0
1526,382636,0
1527,382637,0
1528,382638,0
1529,382639,0
1530,382640,0
1531,382641,0
1532,382642,0
1533,382643,0
1534,382644,0
1535,382645,0
1536,382646,0
1537,382647,0
1538,382648,0
1539,382649,0
1540,382650,0
1541,382651,0
1542,382652,0
1543,382653,1
1544,382654,0
1545,382655,0
1546,382656,0
1547,382657,0
1548,382658,0
1549,382659,0
1550,382660,0
1551,382661,0
1552,382662,0
1553,382663,0
1554,382664,0
1555,382665,0
1556,382666,0
1557,382667,1
1558,382668,0
1559,382669,0
1560,382670,1
1561,382671,0
1562,382672,1
1563,382673,0
1564,382674,0
1565,382675,0
1566,382676,0
1567,382677,0
1568,382678,1
1569,382679,1
1570,382680,1
1571,382681,0
1572,382682,0
1573,382683,0
1574,382684,0
1575,382685,0
1576,382686,0
1577,382687,0
1578,382688,0
1579,382689,0
1580,382690,0
1581,382691,0
1582,382692,0
1583,382693,0
1584,382694,0
1585,382695,1
1586,382696,0
1587,382697,0
1588,382698,1
1589,382699,1
1590,382700,0
1591,382701,0
1592,382702,0
1593,382703,0
1594,382704,1
1595,382705,1
1596,382706,0
1597,382707,0
1598,382708,0
1599,382709,0
1600,382710,0
1601,382711,0
1602,382712,0
1603,382713,0
1604,382714,0
1605,382715,0
1606,382716,0
1607,382717,0
1608,382718,0
1609,382719,0
1610,382720,0
1611,382721,0
1612,382722,1
1613,382723,0
1614,382724,0
1615,382725,0
1616,382726,0
1617,382727,0
1618,382728,0
1619,382729,0
1620,382730,1
1621,382731,0
1622,382732,1
1623,382733,1
1624,382734,1
1625,382735,0
1626,382736,0
1627,382737,0
1628,382738,0
1629,382739,1
1630,382740,0
1631,382741,0
1632,382742,0
1633,382743,0
1634,382744,1
1635,382745,0
1636,382746,1
1637,382747,0
1638,382748,0
1639,382749,0
1640,382750,0
1641,382751,0
1642,382752,0
1643,382753,0
1644,382754,0
1645,382755,0
1646,382756,0
1647,382757,0
1648,382758,0
1649,382759,0
1650,382760,0
1651,382761,0
1652,382762,0
1653,382763,0
1654,382764,0
1655,382765,0
1656,382766,0
1657,382767,0
1658,382768,0
1659,382769,1
1660,382770,0
1661,382771,0
1662,382772,0
1663,382773,0
1664,382774,0
1665,382775,0
1666,382776,0
1667,382777,0
1668,382778,0
1669,382779,1
1670,382780,0
1671,382781,0
1672,382782,1
1673,382783,1
1674,382784,0
1675,382785,0
1676,382786,0
1677,382787,0
1678,382788,0
1679,382789,0
1680,382790,1
1681,382791,1
1682,382792,0
1683,382793,0
1684,382794,0
1685,382795,0
1686,382796,0
1687,382797,0
1688,382798,0
1689,382799,0
1690,382800,0
1691,382801,0
1692,382802,0
1693,382803,0
1694,382804,0
1695,382805,0
1696,382806,0
1697,382807,0
1698,382808,0
1699,382809,0
1700,382810,0
1701,382811,1
1702,382812,0
1703,382813,0
1704,382814,0
1705,382815,0
1706,382816,0
1707,382817,0
1708,382818,1
1709,382819,1
1710,382820,1
1711,382821,0
1712,382822,0
1713,382823,1
1714,382824,1
1715,382825,0
1716,382826,0
1717,382827,0
1718,382828,0
1719,382829,0
1720,382830,1
1721,382831,0
1722,382832,0
1723,382833,0
1724,382834,0
1725,382835,0
1726,382836,0
1727,382837,0
1728,382838,1
1729,382839,0
1730,382840,1
1731,382841,1
1732,382842,1
1733,382843,0
1734,382844,0
1735,382845,0
1736,382846,0
1737,382847,1
1738,382848,1
1739,382849,0
1740,382850,0
1741,382851,1
1742,382852,0
1743,382853,0
1744,382854,0
1745,382855,0
1746,382856,0
1747,382857,0
1748,382858,0
1749,382859,0
1750,382860,0
1751,382861,0
1752,382862,1
1753,382863,0
1754,382864,0
1755,382865,0
1756,382866,0
1757,382867,0
1758,382868,1
1759,382869,1
1760,382870,0
1761,382871,0
1762,382872,0
1763,382873,0
1764,382874,0
1765,382875,0
1766,382876,0
1767,382877,0
1768,382878,0
1769,382879,0
1770,382880,0
1771,382881,0
1772,382882,1
1773,382883,0
1774,382884,1
1775,382885,1
1776,382886,0
1777,382887,0
1778,382888,0
1779,382889,0
1780,382890,1
1781,382891,1
1782,382892,0
1783,382893,0
1784,382894,0
1785,382895,0
1786,382896,1
1787,382897,0
1788,382898,0
1789,382899,0
1790,382900,0
1791,382901,1
1792,382902,0
1793,382903,1
1794,382904,1
1795,382905,1
1796,382906,1
1797,382907,0
1798,382908,0
1799,382909,0
1800,382910,0
1801,382911,0
1802,382912,0
1803,382913,1
1804,382914,0
1805,382915,1
1806,382916,0
1807,382917,1
1808,382918,0
1809,382919,1
1810,382920,0
1811,382921,0
1812,382922,0
1813,382923,0
1814,382924,1
1815,382925,1
1816,382926,0
1817,382927,0
1818,382928,0
1819,382929,0
1820,382930,0
1821,382931,0
1822,382932,0
1823,382933,0
1824,382934,1
1825,382935,1
1826,382936,0
1827,382937,0
1828,382938,0
1829,382939,0
1830,382940,1
1831,382941,1
1832,382942,0
1833,382943,0
1834,382944,0
1835,382945,0
1836,382946,1
1837,382947,0
1838,382948,0
1839,382949,1
1840,382950,1
1841,382951,1
1842,382952,0
1843,382953,0
1844,382954,0
1845,382955,1
1846,382956,1
1847,382957,0
1848,382958,0
1849,382959,1
1850,382960,1
1851,382961,1
1852,382962,1
1853,382963,1
1854,382964,0
1855,382965,1
1856,382966,0
1857,382967,1
1858,382968,1
1859,382969,1
1860,382970,0
1861,382971,0
1862,382972,0
1863,382973,0
1864,382974,0
1865,382975,0
1866,382976,0
1867,382977,0
1868,382978,0
1869,382979,0
1870,382980,0
1871,382981,0
1872,382982,0
